IP,RTT1,RTT2,RTT3,Domain Name,Date,Hop Number,Run Number,AS Number,AS Name
172.21.64.1,0.385ms,0.421ms,0.304ms,www.payments.pitt.edu,28-Nov,1,5,NA,NA
172.20.10.1,4.640ms,5.033ms,2.931ms,www.payments.pitt.edu,28-Nov,2,5,NA,NA
107.243.2.134,63.449ms,*,66.890ms,www.payments.pitt.edu,28-Nov,3,5,NA,NA
89.149.136.181,96.813ms,51.300ms,65.122ms,www.payments.pitt.edu,28-Nov,10,5,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,69.875ms,66.219ms,58.795ms,www.payments.pitt.edu,28-Nov,11,5,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,43.158ms,54.622ms,58.539ms,www.payments.pitt.edu,28-Nov,12,5,33154,"DQECOM, US"
64.58.254.49,64.855ms,55.694ms,42.620ms,www.payments.pitt.edu,28-Nov,13,5,33154,"DQECOM, US"
136.142.2.162,97.307ms,66.771ms,59.577ms,www.payments.pitt.edu,28-Nov,15,5,4130,"UPITT-AS, US"
136.142.253.237,85.028ms,50.295ms,53.234ms,www.payments.pitt.edu,28-Nov,16,5,4130,"UPITT-AS, US"
136.142.156.140,72.522ms,59.013ms,56.874ms,www.payments.pitt.edu,28-Nov,17,5,4130,"UPITT-AS, US"
172.21.64.1,0.389ms,0.155ms,0.192ms,www.payments.pitt.edu,28-Nov,1,6,NA,NA
172.20.10.1,5.158ms,2.583ms,2.769ms,www.payments.pitt.edu,28-Nov,2,6,NA,NA
107.243.2.134,60.257ms,*,49.674ms,www.payments.pitt.edu,28-Nov,3,6,NA,NA
173.241.128.29,43.745ms,51.404ms,53.085ms,www.payments.pitt.edu,28-Nov,9,6,3257,"GTT-BACKBONE GTT, US"
89.149.136.181,70.074ms,59.351ms,71.270ms,www.payments.pitt.edu,28-Nov,10,6,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,76.062ms,74.622ms,58.801ms,www.payments.pitt.edu,28-Nov,11,6,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,59.545ms,62.064ms,66.370ms,www.payments.pitt.edu,28-Nov,12,6,33154,"DQECOM, US"
64.58.254.49,67.024ms,57.109ms,54.162ms,www.payments.pitt.edu,28-Nov,13,6,33154,"DQECOM, US"
208.103.114.14,56.593ms,61.297ms,88.823ms,www.payments.pitt.edu,28-Nov,14,6,33154,"DQECOM, US"
136.142.2.162,58.368ms,55.760ms,53.192ms,www.payments.pitt.edu,28-Nov,15,6,4130,"UPITT-AS, US"
136.142.253.237,45.747ms,103.614ms,74.279ms,www.payments.pitt.edu,28-Nov,16,6,4130,"UPITT-AS, US"
136.142.156.140,57.297ms,60.923ms,60.332ms,www.payments.pitt.edu,28-Nov,17,6,4130,"UPITT-AS, US"
172.21.64.1,0.430ms,0.319ms,0.249ms,www.wikipedia.org,28-Nov,1,1,NA,NA
172.20.10.1,8.176ms,17.248ms,17.284ms,www.wikipedia.org,28-Nov,2,1,NA,NA
107.243.2.134,42.731ms,*,73.610ms,www.wikipedia.org,28-Nov,3,1,NA,NA
172.21.64.1,0.167ms,0.123ms,0.108ms,www.wikipedia.org,28-Nov,1,2,NA,NA
172.20.10.1,6.967ms,7.174ms,4.635ms,www.wikipedia.org,28-Nov,2,2,NA,NA
107.243.2.134,69.111ms,*,53.289ms,www.wikipedia.org,28-Nov,3,2,NA,NA
172.21.64.1,0.578ms,0.264ms,0.388ms,www.wikipedia.org,28-Nov,1,3,NA,NA
172.20.10.1,2.595ms,2.247ms,2.405ms,www.wikipedia.org,28-Nov,2,3,NA,NA
107.243.2.134,23.804ms,*,30.577ms,www.wikipedia.org,28-Nov,3,3,NA,NA
172.21.64.1,0.205ms,0.189ms,0.163ms,www.wikipedia.org,28-Nov,1,4,NA,NA
172.20.10.1,2.649ms,2.222ms,2.454ms,www.wikipedia.org,28-Nov,2,4,NA,NA
107.243.2.6,21.810ms,*,57.447ms,www.wikipedia.org,28-Nov,3,4,NA,NA
172.21.64.1,1.201ms,0.201ms,0.181ms,www.wikipedia.org,28-Nov,1,5,NA,NA
172.20.10.1,3.367ms,2.531ms,2.408ms,www.wikipedia.org,28-Nov,2,5,NA,NA
107.243.2.6,24.111ms,*,56.067ms,www.wikipedia.org,28-Nov,3,5,NA,NA
172.21.64.1,0.508ms,0.254ms,0.351ms,www.wikipedia.org,28-Nov,1,6,NA,NA
172.20.10.1,2.868ms,2.693ms,2.081ms,www.wikipedia.org,28-Nov,2,6,NA,NA
107.243.2.6,30.643ms,*,56.957ms,www.wikipedia.org,28-Nov,3,6,NA,NA
